"all_themes","major_topic","organization_org_state","short_label","measure","amount"
"theme4","Pregnancy & Perinatology","GA","Pediatrics","Funding",1.048564
"theme4","Pregnancy & Perinatology","IA","Pediatrics","Awards",1
"theme4","Pregnancy & Perinatology","IA","Pediatrics","Funding",0.325248
"theme4","Pregnancy & Perinatology","ID","Pediatrics","Awards",1
"theme4","Pregnancy & Perinatology","ID","Pediatrics","Funding",0.573021
"theme4","Pregnancy & Perinatology","IL","Pediatrics","Awards",4
"theme4","Pregnancy & Perinatology","IL","Pediatrics","Funding",1.911785
"theme4","Pregnancy & Perinatology","IN","Pediatrics","Awards",4
"theme4","Pregnancy & Perinatology","IN","Pediatrics","Funding",1.093552
"theme4","Pregnancy & Perinatology","KY","Pediatrics","Awards",2
"theme4","Pregnancy & Perinatology","KY","Pediatrics","Funding",0.754139
"theme4","Pregnancy & Perinatology","MA","Pediatrics","Awards",28
"theme4","Pregnancy & Perinatology","MA","Pediatrics","Funding",25.38962
"theme4","Pregnancy & Perinatology","MD","Pediatrics","Awards",3
"theme4","Pregnancy & Perinatology","MD","Pediatrics","Funding",0.948896
"theme4","Pregnancy & Perinatology","MI","Pediatrics","Awards",4
"theme4","Pregnancy & Perinatology","MI","Pediatrics","Funding",0.965452
"theme4","Pregnancy & Perinatology","MN","Pediatrics","Awards",3
"theme4","Pregnancy & Perinatology","MN","Pediatrics","Funding",2.053014
"theme4","Pregnancy & Perinatology","MO","Pediatrics","Awards",2
"theme4","Pregnancy & Perinatology","MO","Pediatrics","Funding",1.064413
"theme4","Pregnancy & Perinatology","MS","Pediatrics","Awards",1
"theme4","Pregnancy & Perinatology","MS","Pediatrics","Funding",0.296955
"theme4","Pregnancy & Perinatology","NC","Pediatrics","Awards",10
"theme4","Pregnancy & Perinatology","NC","Pediatrics","Funding",8.403004
"theme4","Pregnancy & Perinatology","NJ","Pediatrics","Awards",2
"theme4","Pregnancy & Perinatology","NJ","Pediatrics","Funding",0.818193
"theme4","Pregnancy & Perinatology","NM","Pediatrics","Awards",2
"theme4","Pregnancy & Perinatology","NM","Pediatrics","Funding",0.543491
"theme4","Pregnancy & Perinatology","NY","Pediatrics","Awards",3
"theme4","Pregnancy & Perinatology","NY","Pediatrics","Funding",1.124685
"theme4","Pregnancy & Perinatology","OH","Pediatrics","Awards",9
"theme4","Pregnancy & Perinatology","OH","Pediatrics","Funding",3.571908
"theme4","Pregnancy & Perinatology","ON","Pediatrics","Awards",1
"theme4","Pregnancy & Perinatology","ON","Pediatrics","Funding",0.477421
"theme4","Pregnancy & Perinatology","OR","Pediatrics","Awards",1
"theme4","Pregnancy & Perinatology","OR","Pediatrics","Funding",0.657651
"theme4","Pregnancy & Perinatology","PA","Pediatrics","Awards",10
"theme4","Pregnancy & Perinatology","PA","Pediatrics","Funding",3.225258
"theme4","Pregnancy & Perinatology","RI","Pediatrics","Awards",5
"theme4","Pregnancy & Perinatology","RI","Pediatrics","Funding",1.268842
"theme4","Pregnancy & Perinatology","SC","Pediatrics","Awards",3
"theme4","Pregnancy & Perinatology","SC","Pediatrics","Funding",1.133849
"theme4","Pregnancy & Perinatology","TN","Pediatrics","Awards",1
"theme4","Pregnancy & Perinatology","TN","Pediatrics","Funding",0.644232
"theme4","Pregnancy & Perinatology","TX","Pediatrics","Awards",10
"theme4","Pregnancy & Perinatology","TX","Pediatrics","Funding",4.304628
"theme4","Pregnancy & Perinatology","UT","Pediatrics","Awards",2
"theme4","Pregnancy & Perinatology","UT","Pediatrics","Funding",0.846432
"theme4","Pregnancy & Perinatology","VA","Pediatrics","Awards",4
"theme4","Pregnancy & Perinatology","VA","Pediatrics","Funding",1.583175
"theme4","Pregnancy & Perinatology","WA","Pediatrics","Awards",9
"theme4","Pregnancy & Perinatology","WA","Pediatrics","Funding",6.35521
"theme4","Pregnancy & Perinatology","WI","Pediatrics","Awards",1
"theme4","Pregnancy & Perinatology","WI","Pediatrics","Funding",0.187715
"theme5","Child Development & Behavior","CA","Pharmacology","Awards",1
"theme5","Child Development & Behavior","CA","Pharmacology","Funding",0.639347
"theme5","Child Development & Behavior","MT","Pharmacology","Awards",1
"theme5","Child Development & Behavior","MT","Pharmacology","Funding",0.727781
"theme5","Dev. Biology & Congenital Anomalies","MI","Pharmacology","Awards",1
"theme5","Dev. Biology & Congenital Anomalies","MI","Pharmacology","Funding",0.896013
"theme5","Fertility & Infertility","CA","Pharmacology","Awards",1
"theme5","Fertility & Infertility","CA","Pharmacology","Funding",0.645938
"theme5","Fertility & Infertility","CT","Pharmacology","Awards",1
"theme5","Fertility & Infertility","CT","Pharmacology","Funding",0.399999
"theme5","Fertility & Infertility","FL","Pharmacology","Awards",1
"theme5","Fertility & Infertility","FL","Pharmacology","Funding",0.419375
"theme5","Fertility & Infertility","MA","Pharmacology","Awards",1
"theme5","Fertility & Infertility","MA","Pharmacology","Funding",0.730972
"theme5","Fertility & Infertility","MN","Pharmacology","Awards",2
"theme5","Fertility & Infertility","MN","Pharmacology","Funding",0.614168
"theme5","Fertility & Infertility","MO","Pharmacology","Awards",2
"theme5","Fertility & Infertility","MO","Pharmacology","Funding",1.703385
"theme5","Fertility & Infertility","NC","Pharmacology","Awards",1
"theme5","Fertility & Infertility","NC","Pharmacology","Funding",1.389051
"theme5","Fertility & Infertility","NJ","Pharmacology","Awards",3
"theme5","Fertility & Infertility","NJ","Pharmacology","Funding",1.373233
"theme5","Fertility & Infertility","NY","Pharmacology","Awards",3
"theme5","Fertility & Infertility","NY","Pharmacology","Funding",3.134797
"theme5","Fertility & Infertility","OH","Pharmacology","Awards",1
"theme5","Fertility & Infertility","OH","Pharmacology","Funding",0.034446
"theme5","Fertility & Infertility","OR","Pharmacology","Awards",2
"theme5","Fertility & Infertility","OR","Pharmacology","Funding",0.940982
"theme5","Fertility & Infertility","SC","Pharmacology","Awards",1
"theme5","Fertility & Infertility","SC","Pharmacology","Funding",0.309251
"theme5","Fertility & Infertility","TN","Pharmacology","Awards",1
"theme5","Fertility & Infertility","TN","Pharmacology","Funding",0.241549
"theme5","Fertility & Infertility","TX","Pharmacology","Awards",2
"theme5","Fertility & Infertility","TX","Pharmacology","Funding",1.025299
"theme5","Fertility & Infertility","UT","Pharmacology","Awards",1
"theme5","Fertility & Infertility","UT","Pharmacology","Funding",0.167121
"theme5","Fertility & Infertility","WA","Pharmacology","Awards",1
"theme5","Fertility & Infertility","WA","Pharmacology","Funding",0.555944
"theme5","Gynecologic Health & Disease","CA","Pharmacology","Awards",1
"theme5","Gynecologic Health & Disease","CA","Pharmacology","Funding",0.123
"theme5","Gynecologic Health & Disease","CT","Pharmacology","Awards",2
"theme5","Gynecologic Health & Disease","CT","Pharmacology","Funding",1.953395
"theme5","Gynecologic Health & Disease","GA","Pharmacology","Awards",1
"theme5","Gynecologic Health & Disease","GA","Pharmacology","Funding",0.567763
"theme5","Gynecologic Health & Disease","IL","Pharmacology","Awards",1
"theme5","Gynecologic Health & Disease","IL","Pharmacology","Funding",3.077376
"theme5","Gynecologic Health & Disease","MA","Pharmacology","Awards",3
"theme5","Gynecologic Health & Disease","MA","Pharmacology","Funding",2.61254
"theme5","Gynecologic Health & Disease","MI","Pharmacology","Awards",2
"theme5","Gynecologic Health & Disease","MI","Pharmacology","Funding",0.756675
"theme5","Gynecologic Health & Disease","MO","Pharmacology","Awards",2
"theme5","Gynecologic Health & Disease","MO","Pharmacology","Funding",1.137657
"theme5","Gynecologic Health & Disease","NY","Pharmacology","Awards",1
"theme5","Gynecologic Health & Disease","NY","Pharmacology","Funding",0.564599
"theme5","Gynecologic Health & Disease","OR","Pharmacology","Awards",3
"theme5","Gynecologic Health & Disease","OR","Pharmacology","Funding",1.969727
"theme5","Gynecologic Health & Disease","PA","Pharmacology","Awards",1
"theme5","Gynecologic Health & Disease","PA","Pharmacology","Funding",0.851144
"theme5","Gynecologic Health & Disease","TX","Pharmacology","Awards",5
"theme5","Gynecologic Health & Disease","TX","Pharmacology","Funding",3.548625
"theme5","Gynecologic Health & Disease","WA","Pharmacology","Awards",2
"theme5","Gynecologic Health & Disease","WA","Pharmacology","Funding",0.819907
"theme5","Intellectual & Developmental Disabilities","AL","Pharmacology","Awards",1
"theme5","Intellectual & Developmental Disabilities","AL","Pharmacology","Funding",0.213186
"theme5","Intellectual & Developmental Disabilities","AR","Pharmacology","Awards",1
"theme5","Intellectual & Developmental Disabilities","AR","Pharmacology","Funding",0.306669
"theme5","Intellectual & Developmental Disabilities","AZ","Pharmacology","Awards",2
"theme5","Intellectual & Developmental Disabilities","AZ","Pharmacology","Funding",1.799232
"theme5","Intellectual & Developmental Disabilities","CA","Pharmacology","Awards",3
"theme5","Intellectual & Developmental Disabilities","CA","Pharmacology","Funding",1.669193
"theme5","Intellectual & Developmental Disabilities","CO","Pharmacology","Awards",1
"theme5","Intellectual & Developmental Disabilities","CO","Pharmacology","Funding",1.224805
"theme5","Intellectual & Developmental Disabilities","FL","Pharmacology","Awards",2
"theme5","Intellectual & Developmental Disabilities","FL","Pharmacology","Funding",1.709644
"theme5","Intellectual & Developmental Disabilities","KS","Pharmacology","Awards",1
"theme5","Intellectual & Developmental Disabilities","KS","Pharmacology","Funding",0.243934
"theme5","Intellectual & Developmental Disabilities","MA","Pharmacology","Awards",2
"theme5","Intellectual & Developmental Disabilities","MA","Pharmacology","Funding",1.298123
"theme5","Intellectual & Developmental Disabilities","MO","Pharmacology","Awards",1
"theme5","Intellectual & Developmental Disabilities","MO","Pharmacology","Funding",0.199884
"theme5","Intellectual & Developmental Disabilities","NC","Pharmacology","Awards",1
"theme5","Intellectual & Developmental Disabilities","NC","Pharmacology","Funding",0.160282
"theme5","Intellectual & Developmental Disabilities","NJ","Pharmacology","Awards",3
"theme5","Intellectual & Developmental Disabilities","NJ","Pharmacology","Funding",1.663074
"theme5","Intellectual & Developmental Disabilities","NY","Pharmacology","Awards",4
"theme5","Intellectual & Developmental Disabilities","NY","Pharmacology","Funding",2.766658
"theme5","Intellectual & Developmental Disabilities","OH","Pharmacology","Awards",1
"theme5","Intellectual & Developmental Disabilities","OH","Pharmacology","Funding",1.487548
"theme5","Intellectual & Developmental Disabilities","OR","Pharmacology","Awards",1
"theme5","Intellectual & Developmental Disabilities","OR","Pharmacology","Funding",0.425179
"theme5","Intellectual & Developmental Disabilities","PA","Pharmacology","Awards",1
"theme5","Intellectual & Developmental Disabilities","PA","Pharmacology","Funding",0.339414
"theme5","Intellectual & Developmental Disabilities","TX","Pharmacology","Awards",3
"theme5","Intellectual & Developmental Disabilities","TX","Pharmacology","Funding",0.15293
"theme5","Matern. & Ped. Infectious Diseases","AL","Pharmacology","Awards",1
"theme5","Matern. & Ped. Infectious Diseases","AL","Pharmacology","Funding",0.351326
"theme5","Matern. & Ped. Infectious Diseases","CA","Pharmacology","Awards",5
"theme5","Matern. & Ped. Infectious Diseases","CA","Pharmacology","Funding",1.583075
"theme5","Matern. & Ped. Infectious Diseases","CT","Pharmacology","Awards",1
"theme5","Matern. & Ped. Infectious Diseases","CT","Pharmacology","Funding",0.67651
"theme5","Matern. & Ped. Infectious Diseases","IL","Pharmacology","Awards",1
"theme5","Matern. & Ped. Infectious Diseases","IL","Pharmacology","Funding",1.787803
"theme5","Matern. & Ped. Infectious Diseases","IN","Pharmacology","Awards",1
"theme5","Matern. & Ped. Infectious Diseases","IN","Pharmacology","Funding",0.735505
"theme5","Matern. & Ped. Infectious Diseases","MA","Pharmacology","Awards",3
"theme5","Matern. & Ped. Infectious Diseases","MA","Pharmacology","Funding",1.740783
"theme5","Matern. & Ped. Infectious Diseases","MD","Pharmacology","Awards",9
"theme5","Matern. & Ped. Infectious Diseases","MD","Pharmacology","Funding",1.607243
"theme5","Matern. & Ped. Infectious Diseases","MN","Pharmacology","Awards",1
"theme5","Matern. & Ped. Infectious Diseases","MN","Pharmacology","Funding",0.677303
"theme5","Matern. & Ped. Infectious Diseases","NE","Pharmacology","Awards",2
"theme5","Matern. & Ped. Infectious Diseases","NE","Pharmacology","Funding",0.98943
"theme5","Matern. & Ped. Infectious Diseases","PA","Pharmacology","Awards",2
"theme5","Matern. & Ped. Infectious Diseases","PA","Pharmacology","Funding",0.732025
"theme5","Matern. & Ped. Infectious Diseases","TX","Pharmacology","Awards",1
"theme5","Matern. & Ped. Infectious Diseases","TX","Pharmacology","Funding",0.48
"theme5","Matern. & Ped. Infectious Diseases","UT","Pharmacology","Awards",2
"theme5","Matern. & Ped. Infectious Diseases","UT","Pharmacology","Funding",0.274876
"theme5","Matern. & Ped. Infectious Diseases","WA","Pharmacology","Awards",9
"theme5","Matern. & Ped. Infectious Diseases","WA","Pharmacology","Funding",5.269335
"theme5","Matern. & Ped. Infectious Diseases","ZZ","Pharmacology","Awards",2
"theme5","Matern. & Ped. Infectious Diseases","ZZ","Pharmacology","Funding",1.22159
"theme5","Natl. Ctr. for Med. Rehabilitation Res.","IL","Pharmacology","Awards",1
"theme5","Natl. Ctr. for Med. Rehabilitation Res.","IL","Pharmacology","Funding",0.674741
"theme5","Natl. Ctr. for Med. Rehabilitation Res.","MD","Pharmacology","Awards",1
"theme5","Natl. Ctr. for Med. Rehabilitation Res.","MD","Pharmacology","Funding",0.240722
"theme5","Natl. Ctr. for Med. Rehabilitation Res.","MI","Pharmacology","Awards",1
"theme5","Natl. Ctr. for Med. Rehabilitation Res.","MI","Pharmacology","Funding",0.304906
"theme5","Natl. Ctr. for Med. Rehabilitation Res.","WA","Pharmacology","Awards",1
"theme5","Natl. Ctr. for Med. Rehabilitation Res.","WA","Pharmacology","Funding",0.302598
"theme5","Obstet. & Ped. Pharmacol. & Therap.","AL","Pharmacology","Awards",1
"theme5","Obstet. & Ped. Pharmacol. & Therap.","AL","Pharmacology","Funding",0.629182
"theme5","Obstet. & Ped. Pharmacol. & Therap.","AR","Pharmacology","Awards",1
"theme5","Obstet. & Ped. Pharmacol. & Therap.","AR","Pharmacology","Funding",0.63523
"theme5","Obstet. & Ped. Pharmacol. & Therap.","CA","Pharmacology","Awards",8
"theme5","Obstet. & Ped. Pharmacol. & Therap.","CA","Pharmacology","Funding",4.574017
"theme5","Obstet. & Ped. Pharmacol. & Therap.","CO","Pharmacology","Awards",1
"theme5","Obstet. & Ped. Pharmacol. & Therap.","CO","Pharmacology","Funding",0.418315
"theme5","Obstet. & Ped. Pharmacol. & Therap.","DC","Pharmacology","Awards",2
"theme5","Obstet. & Ped. Pharmacol. & Therap.","DC","Pharmacology","Funding",1.423744
"theme5","Obstet. & Ped. Pharmacol. & Therap.","IN","Pharmacology","Awards",2
"theme5","Obstet. & Ped. Pharmacol. & Therap.","IN","Pharmacology","Funding",3.533807
"theme5","Obstet. & Ped. Pharmacol. & Therap.","MA","Pharmacology","Awards",10
"theme5","Obstet. & Ped. Pharmacol. & Therap.","MA","Pharmacology","Funding",3.338042
"theme5","Obstet. & Ped. Pharmacol. & Therap.","MD","Pharmacology","Awards",2
"theme5","Obstet. & Ped. Pharmacol. & Therap.","MD","Pharmacology","Funding",1.232367
"theme5","Obstet. & Ped. Pharmacol. & Therap.","MN","Pharmacology","Awards",2
"theme5","Obstet. & Ped. Pharmacol. & Therap.","MN","Pharmacology","Funding",1.200894
"theme5","Obstet. & Ped. Pharmacol. & Therap.","MO","Pharmacology","Awards",5
"theme5","Obstet. & Ped. Pharmacol. & Therap.","MO","Pharmacology","Funding",1.564703
"theme5","Obstet. & Ped. Pharmacol. & Therap.","NC","Pharmacology","Awards",12
"theme5","Obstet. & Ped. Pharmacol. & Therap.","NC","Pharmacology","Funding",3.495112
"theme5","Obstet. & Ped. Pharmacol. & Therap.","NE","Pharmacology","Awards",1
"theme5","Obstet. & Ped. Pharmacol. & Therap.","NE","Pharmacology","Funding",0.503579
"theme5","Obstet. & Ped. Pharmacol. & Therap.","NJ","Pharmacology","Awards",2
"theme5","Obstet. & Ped. Pharmacol. & Therap.","NJ","Pharmacology","Funding",3.803742
"theme5","Obstet. & Ped. Pharmacol. & Therap.","NV","Pharmacology","Awards",1
"theme5","Obstet. & Ped. Pharmacol. & Therap.","NV","Pharmacology","Funding",0.18375
"theme5","Obstet. & Ped. Pharmacol. & Therap.","NY","Pharmacology","Awards",3
"theme5","Obstet. & Ped. Pharmacol. & Therap.","NY","Pharmacology","Funding",4.149258
"theme5","Obstet. & Ped. Pharmacol. & Therap.","OH","Pharmacology","Awards",8
"theme5","Obstet. & Ped. Pharmacol. & Therap.","OH","Pharmacology","Funding",3.720642
"theme5","Obstet. & Ped. Pharmacol. & Therap.","PA","Pharmacology","Awards",7
"theme5","Obstet. & Ped. Pharmacol. & Therap.","PA","Pharmacology","Funding",5.870698
"theme5","Obstet. & Ped. Pharmacol. & Therap.","TN","Pharmacology","Awards",2
"theme5","Obstet. & Ped. Pharmacol. & Therap.","TN","Pharmacology","Funding",1.73125
"theme5","Obstet. & Ped. Pharmacol. & Therap.","TX","Pharmacology","Awards",7
"theme5","Obstet. & Ped. Pharmacol. & Therap.","TX","Pharmacology","Funding",4.201722
"theme5","Obstet. & Ped. Pharmacol. & Therap.","UT","Pharmacology","Awards",1
"theme5","Obstet. & Ped. Pharmacol. & Therap.","UT","Pharmacology","Funding",0.288294
"theme5","Obstet. & Ped. Pharmacol. & Therap.","WA","Pharmacology","Awards",4
"theme5","Obstet. & Ped. Pharmacol. & Therap.","WA","Pharmacology","Funding",2.509299
"theme5","Obstet. & Ped. Pharmacol. & Therap.","WI","Pharmacology","Awards",1
"theme5","Obstet. & Ped. Pharmacol. & Therap.","WI","Pharmacology","Funding",0.327289
"theme5","Obstet. & Ped. Pharmacol. & Therap.","ZZ","Pharmacology","Awards",1
"theme5","Obstet. & Ped. Pharmacol. & Therap.","ZZ","Pharmacology","Funding",0.56225
"theme5","Pediatric Growth & Nutrition","AL","Pharmacology","Awards",2
"theme5","Pediatric Growth & Nutrition","AL","Pharmacology","Funding",4.295012
"theme5","Pediatric Growth & Nutrition","CA","Pharmacology","Awards",2
"theme5","Pediatric Growth & Nutrition","CA","Pharmacology","Funding",0.72496
"theme5","Pediatric Growth & Nutrition","LA","Pharmacology","Awards",3
"theme5","Pediatric Growth & Nutrition","LA","Pharmacology","Funding",5.10925
"theme5","Pediatric Growth & Nutrition","MA","Pharmacology","Awards",2
"theme5","Pediatric Growth & Nutrition","MA","Pharmacology","Funding",1.780878
"theme5","Pediatric Growth & Nutrition","MO","Pharmacology","Awards",1
"theme5","Pediatric Growth & Nutrition","MO","Pharmacology","Funding",0.4235
"theme5","Pediatric Growth & Nutrition","OH","Pharmacology","Awards",1
"theme5","Pediatric Growth & Nutrition","OH","Pharmacology","Funding",0.623628
"theme5","Pediatric Growth & Nutrition","OR","Pharmacology","Awards",2
"theme5","Pediatric Growth & Nutrition","OR","Pharmacology","Funding",1.226837
"theme5","Pediatric Growth & Nutrition","VA","Pharmacology","Awards",1
"theme5","Pediatric Growth & Nutrition","VA","Pharmacology","Funding",0.471776
"theme5","Pediatric Growth & Nutrition","WA","Pharmacology","Awards",1
"theme5","Pediatric Growth & Nutrition","WA","Pharmacology","Funding",0.531174
"theme5","Pediatric Trauma & Critical Care","AL","Pharmacology","Awards",1
"theme5","Pediatric Trauma & Critical Care","AL","Pharmacology","Funding",0.629055
"theme5","Pediatric Trauma & Critical Care","CA","Pharmacology","Awards",2
"theme5","Pediatric Trauma & Critical Care","CA","Pharmacology","Funding",1.574438
"theme5","Pediatric Trauma & Critical Care","CO","Pharmacology","Awards",1
"theme5","Pediatric Trauma & Critical Care","CO","Pharmacology","Funding",0.162699
"theme5","Pediatric Trauma & Critical Care","MD","Pharmacology","Awards",1
"theme5","Pediatric Trauma & Critical Care","MD","Pharmacology","Funding",0.336738
"theme5","Pediatric Trauma & Critical Care","NY","Pharmacology","Awards",1
"theme5","Pediatric Trauma & Critical Care","NY","Pharmacology","Funding",3.444892
"theme5","Pediatric Trauma & Critical Care","PA","Pharmacology","Awards",2
"theme5","Pediatric Trauma & Critical Care","PA","Pharmacology","Funding",1.360265
"theme5","Pediatric Trauma & Critical Care","UT","Pharmacology","Awards",1
"theme5","Pediatric Trauma & Critical Care","UT","Pharmacology","Funding",0.1674
"theme5","Pediatric Trauma & Critical Care","WA","Pharmacology","Awards",1
"theme5","Pediatric Trauma & Critical Care","WA","Pharmacology","Funding",0.264
"theme5","Population Dynamics","MN","Pharmacology","Awards",1
"theme5","Population Dynamics","MN","Pharmacology","Funding",0.665202
"theme5","Pregnancy & Perinatology","AL","Pharmacology","Awards",3
"theme5","Pregnancy & Perinatology","AL","Pharmacology","Funding",0.834591
"theme5","Pregnancy & Perinatology","AR","Pharmacology","Awards",1
"theme5","Pregnancy & Perinatology","AR","Pharmacology","Funding",0.227965
"theme5","Pregnancy & Perinatology","CA","Pharmacology","Awards",1
"theme5","Pregnancy & Perinatology","CA","Pharmacology","Funding",0.968465
"theme5","Pregnancy & Perinatology","CT","Pharmacology","Awards",1
"theme5","Pregnancy & Perinatology","CT","Pharmacology","Funding",0.166428
"theme5","Pregnancy & Perinatology","DC","Pharmacology","Awards",3
"theme5","Pregnancy & Perinatology","DC","Pharmacology","Funding",7.792282
"theme5","Pregnancy & Perinatology","IN","Pharmacology","Awards",1
"theme5","Pregnancy & Perinatology","IN","Pharmacology","Funding",0.211851
"theme5","Pregnancy & Perinatology","KY","Pharmacology","Awards",1
"theme5","Pregnancy & Perinatology","KY","Pharmacology","Funding",0.221268
"theme5","Pregnancy & Perinatology","MA","Pharmacology","Awards",4
"theme5","Pregnancy & Perinatology","MA","Pharmacology","Funding",5.022372
"theme5","Pregnancy & Perinatology","MI","Pharmacology","Awards",2
"theme5","Pregnancy & Perinatology","MI","Pharmacology","Funding",0.923912
"theme5","Pregnancy & Perinatology","MN","Pharmacology","Awards",1
"theme5","Pregnancy & Perinatology","MN","Pharmacology","Funding",0.547471
"theme5","Pregnancy & Perinatology","MO","Pharmacology","Awards",2
"theme5","Pregnancy & Perinatology","MO","Pharmacology","Funding",2.989088
"theme5","Pregnancy & Perinatology","NC","Pharmacology","Awards",3
"theme5","Pregnancy & Perinatology","NC","Pharmacology","Funding",1.252572
"theme5","Pregnancy & Perinatology","NM","Pharmacology","Awards",1
"theme5","Pregnancy & Perinatology","NM","Pharmacology","Funding",0.222694
"theme5","Pregnancy & Perinatology","NY","Pharmacology","Awards",1
"theme5","Pregnancy & Perinatology","NY","Pharmacology","Funding",0.72707
"theme5","Pregnancy & Perinatology","OH","Pharmacology","Awards",4
"theme5","Pregnancy & Perinatology","OH","Pharmacology","Funding",1.430017
"theme5","Pregnancy & Perinatology","OK","Pharmacology","Awards",1
"theme5","Pregnancy & Perinatology","OK","Pharmacology","Funding",0.64153
"theme5","Pregnancy & Perinatology","OR","Pharmacology","Awards",1
"theme5","Pregnancy & Perinatology","OR","Pharmacology","Funding",0.739976
"theme5","Pregnancy & Perinatology","PA","Pharmacology","Awards",5
"theme5","Pregnancy & Perinatology","PA","Pharmacology","Funding",2.125359
"theme5","Pregnancy & Perinatology","UT","Pharmacology","Awards",1
"theme5","Pregnancy & Perinatology","UT","Pharmacology","Funding",0.507761
"theme5","Pregnancy & Perinatology","WA","Pharmacology","Awards",2
"theme5","Pregnancy & Perinatology","WA","Pharmacology","Funding",2.673839
"theme5","Pregnancy & Perinatology","WI","Pharmacology","Awards",1
"theme5","Pregnancy & Perinatology","WI","Pharmacology","Funding",0.496232
